0.50000000,0.40000000
-0.25000000,0.20000000
-0.12500000,0.96602540
-0.06250000,1.34903811
-0.53125000,0.67451905
0.23437500,0.33725953
0.11718750,1.03465517
0.55859375,0.51732758
0.27929688,1.12468920
0.13964844,1.42837000
0.06982422,1.58021040
0.03491211,1.65613061
0.01745605,1.69409071
0.00872803,1.71307076
-0.49563599,0.85653538
-0.74781799,0.42826769
-0.37390900,1.08015925
0.31304550,0.54007962
-0.34347725,0.27003981
-0.67173862,0.13501991
0.16413069,0.06750995
0.58206534,0.03375498
0.79103267,0.01687749
0.39551634,0.87446415
0.69775817,0.43723207
0.84887908,0.21861604
0.92443954,0.10930802
0.46221977,0.92067941
0.73110989,0.46033971
-0.13444506,0.23016985
0.43277747,0.11508493
0.21638874,0.92356787
0.10819437,1.32780934
-0.44590282,0.66390467
-0.22295141,1.19797774
0.38852430,0.59898887
-0.30573785,0.29949443
-0.65286893,0.14974722
-0.82643446,0.07487361
-0.91321723,0.03743680
0.04339138,0.01871840
0.02169569,0.87538460
0.51084785,0.43769230
0.25542392,1.08487156
-0.37228804,0.54243578
-0.68614402,0.27121789
-0.84307201,0.13560894
-0.92153600,0.06780447
-0.96076800,0.03390224
-0.48038400,0.88297652
0.25980800,0.44148826
0.12990400,1.08676953
-0.43504800,0.54338477
0.28247600,0.27169238
-0.35876200,0.13584619
-0.67938100,0.06792310
-0.33969050,0.89998695
0.33015475,0.44999348
0.16507737,1.09102214
0.58253869,0.54551107
0.79126934,0.27275554
-0.10436533,0.13637777
-0.05218266,0.93421429
-0.02609133,1.33313255
-0.51304567,0.66656627
-0.25652283,1.19930854
-0.62826142,0.59965427
0.18586929,0.29982714
0.09293465,1.01593897
0.54646732,0.50796949
0.77323366,0.25398474
0.38661683,0.99301778
0.19330842,1.36253429
0.09665421,1.54729255
0.04832710,1.63967168
-0.47583645,0.81983584
-0.73791822,0.40991792
-0.86895911,0.20495896
-0.43447956,0.96850488
-0.71723978,0.48425244
0.14138011,0.24212622
0.57069006,0.12106311
-0.21465497,0.06053156
0.39267251,0.03026578
-0.30366374,0.01513289
-0.65183187,0.00756644
0.17408406,0.00378322
0.58704203,0.00189161
0.79352102,0.00094581
0.39676051,0.86649831
-0.30161975,0.43324915
-0.65080987,0.21662458
-0.82540494,0.10831229
0.08729753,0.05415614
0.04364877,0.89310348
0.52182438,0.44655174
0.76091219,0.22327587
0.38045610,0.97766334
0.19022805,1.35485707
0.59511402,0.67742854
-0.20244299,0.33871427
-0.60122149,0.16935713
-0.30061075,0.95070397
-0.65030537,0.47535199
-0.32515269,1.10370140
-0.66257634,0.55185070
-0.83128817,0.27592535
-0.91564409,0.13796267
-0.95782204,0.06898134
-0.97891102,0.03449067
-0.48945551,0.88327074
-0.24472776,1.30766077
-0.12236388,1.51985579
0.43881806,0.75992790
0.71940903,0.37996395
-0.14029548,0.18998197
-0.07014774,0.96101639
0.46492613,0.48050820
0.73246306,0.24025410
0.36623153,0.98615245
0.18311577,1.35910163
0.09155788,1.54557622
0.54577894,0.77278811
0.77288947,0.38639405
0.38644474,1.05922243
-0.30677763,0.52961122
-0.15338882,1.13083101
-0.57669441,0.56541551
-0.28834720,1.14873316
0.35582640,0.57436658
0.67791320,0.28718329
0.83895660,0.14359164
-0.08052170,0.07179582
0.45973915,0.03589791
0.22986957,0.88397436
-0.38506521,0.44198718
-0.19253261,1.08701899
0.40373370,0.54350950
-0.29813315,0.27175475
-0.64906658,0.13587737
-0.32453329,0.93396409
-0.16226664,1.33300745
0.41886668,0.66650372
-0.29056666,0.33325186
-0.14528333,1.03265133
0.42735833,0.51632567
0.21367917,1.12418824
0.10683958,1.42811952
0.05341979,1.58008517
0.02670990,1.65606799
0.01335495,1.69405940
0.50667747,0.84702970
0.25333874,1.28954025
0.62666937,0.64477013
0.81333468,0.32238506
-0.09333266,0.16119253
-0.54666633,0.08059627
-0.27333316,0.90632354
0.36333342,0.45316177
0.68166671,0.22658088
0.34083335,0.97931585
0.67041668,0.48965792
0.33520834,1.11085437
-0.33239583,0.55542718
-0.16619792,1.14373900
0.41690104,0.57186950
-0.29154948,0.28593475
-0.64577474,0.14296737
-0.82288737,0.07148369
0.08855632,0.03574184
0.54427816,0.01787092
0.27213908,0.87496086
0.13606954,1.30350584
0.06803477,1.51777832
0.03401738,1.62491456
-0.48299131,0.81245728
0.25850435,0.40622864
0.12925217,1.06913972
-0.43537391,0.53456986
0.28231304,0.26728493
-0.35884348,0.13364247
-0.67942174,0.06682123
0.16028913,0.03341062
0.58014457,0.01670531
-0.20992772,0.00835265
-0.10496386,0.87020173
0.44751807,0.43510087
0.22375904,1.08357584
-0.38812048,0.54178792
-0.69406024,0.27089396
-0.84703012,0.13544698
-0.42351506,0.93374889
0.28824247,0.46687445
